provincia_iso;provincia;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
TE;Teruel;17--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;17--01--2020;0;0;0;0;0
TO;Toledo;17--01--2020;0;0;0;0;0
V;Valencia;17--01--2020;0;0;0;0;0
VA;Valladolid;17--01--2020;0;0;0;0;0
VI;Alava;17--01--2020;0;0;0;0;0
Z;Zaragoza;17--01--2020;0;0;0;0;0
ZA;Zamora;17--01--2020;0;0;0;0;0
A;Alicante;18--01--2020;0;0;0;0;0
AB;Albacete;18--01--2020;0;0;0;0;0
AL;Almeria;18--01--2020;0;0;0;0;0
AV;Avila;18--01--2020;0;0;0;0;0
B;Barcelona;18--01--2020;0;0;0;0;0
BA;Badajoz;18--01--2020;0;0;0;0;0
BI;Bizkaia;18--01--2020;0;0;0;0;0
BU;Burgos;18--01--2020;0;0;0;0;0
C;A Coruña;18--01--2020;0;0;0;0;0
CA;Cadiz;18--01--2020;0;0;0;0;0
CC;Caceres;18--01--2020;0;0;0;0;0
CE;Ceuta;18--01--2020;0;0;0;0;0
CO;Cordoba;18--01--2020;0;0;0;0;0
CR;Ciudad Real;18--01--2020;0;0;0;0;0
CS;Castellon;18--01--2020;0;0;0;0;0
CU;Cuenca;18--01--2020;0;0;0;0;0
GC;Las Palmas;18--01--2020;0;0;0;0;0
GI;Girona;18--01--2020;0;0;0;0;0
GR;Granada;18--01--2020;0;0;0;0;0
GU;Guadalajara;18--01--2020;0;0;0;0;0
H;Huelva;18--01--2020;0;0;0;0;0
HU;Huesca;18--01--2020;0;0;0;0;0
J;Jaen;18--01--2020;0;0;0;0;0
L;Lleida;18--01--2020;0;0;0;0;0
LE;Leon;18--01--2020;0;0;0;0;0
LO;La Rioja;18--01--2020;0;0;0;0;0
LU;Lugo;18--01--2020;0;0;0;0;0
M;Madrid;18--01--2020;2;2;0;0;0
MA;Malaga;18--01--2020;0;0;0;0;0
ME;Melilla;18--01--2020;0;0;0;0;0
MU;Murcia;18--01--2020;0;0;0;0;0
NA;Navarra;18--01--2020;0;0;0;0;0
O;Asturias;18--01--2020;0;0;0;0;0
OR;Ourense;18--01--2020;0;0;0;0;0
P;Palencia;18--01--2020;0;0;0;0;0
PM;Islas Baleares;18--01--2020;0;0;0;0;0
PO;Pontevedra;18--01--2020;0;0;0;0;0
S;Cantabria;18--01--2020;0;0;0;0;0
SA;Salamanca;18--01--2020;0;0;0;0;0
SE;Sevilla;18--01--2020;0;0;0;0;0
SG;Segovia;18--01--2020;0;0;0;0;0
SO;Soria;18--01--2020;0;0;0;0;0
SS;Guipuzcoa;18--01--2020;0;0;0;0;0
T;Tarragona;18--01--2020;0;0;0;0;0
TE;Teruel;18--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;18--01--2020;0;0;0;0;0
TO;Toledo;18--01--2020;0;0;0;0;0
V;Valencia;18--01--2020;0;0;0;0;0
VA;Valladolid;18--01--2020;0;0;0;0;0
VI;Alava;18--01--2020;0;0;0;0;0
Z;Zaragoza;18--01--2020;0;0;0;0;0
ZA;Zamora;18--01--2020;0;0;0;0;0
A;Alicante;19--01--2020;0;0;0;0;0
AB;Albacete;19--01--2020;0;0;0;0;0
AL;Almeria;19--01--2020;0;0;0;0;0
AV;Avila;19--01--2020;0;0;0;0;0
B;Barcelona;19--01--2020;0;0;0;0;0
BA;Badajoz;19--01--2020;0;0;0;0;0
BI;Bizkaia;19--01--2020;0;0;0;0;0
BU;Burgos;19--01--2020;0;0;0;0;0
C;A Coruña;19--01--2020;0;0;0;0;0
CA;Cadiz;19--01--2020;0;0;0;0;0
CC;Caceres;19--01--2020;0;0;0;0;0
CE;Ceuta;19--01--2020;0;0;0;0;0
CO;Cordoba;19--01--2020;0;0;0;0;0
CR;Ciudad Real;19--01--2020;0;0;0;0;0
CS;Castellon;19--01--2020;0;0;0;0;0
CU;Cuenca;19--01--2020;0;0;0;0;0
GC;Las Palmas;19--01--2020;0;0;0;0;0
GI;Girona;19--01--2020;1;0;0;0;1
GR;Granada;19--01--2020;0;0;0;0;0
GU;Guadalajara;19--01--2020;0;0;0;0;0
H;Huelva;19--01--2020;0;0;0;0;0
HU;Huesca;19--01--2020;0;0;0;0;0
J;Jaen;19--01--2020;0;0;0;0;0
L;Lleida;19--01--2020;0;0;0;0;0
LE;Leon;19--01--2020;0;0;0;0;0
LO;La Rioja;19--01--2020;0;0;0;0;0
LU;Lugo;19--01--2020;0;0;0;0;0
M;Madrid;19--01--2020;2;1;0;1;0
MA;Malaga;19--01--2020;0;0;0;0;0
ME;Melilla;19--01--2020;0;0;0;0;0
MU;Murcia;19--01--2020;0;0;0;0;0
NA;Navarra;19--01--2020;0;0;0;0;0
O;Asturias;19--01--2020;0;0;0;0;0
OR;Ourense;19--01--2020;0;0;0;0;0
P;Palencia;19--01--2020;0;0;0;0;0
PM;Islas Baleares;19--01--2020;0;0;0;0;0
PO;Pontevedra;19--01--2020;0;0;0;0;0
S;Cantabria;19--01--2020;0;0;0;0;0
SA;Salamanca;19--01--2020;0;0;0;0;0
SE;Sevilla;19--01--2020;0;0;0;0;0
SG;Segovia;19--01--2020;0;0;0;0;0
SO;Soria;19--01--2020;0;0;0;0;0
SS;Guipuzcoa;19--01--2020;0;0;0;0;0
T;Tarragona;19--01--2020;0;0;0;0;0
TE;Teruel;19--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;19--01--2020;0;0;0;0;0
TO;Toledo;19--01--2020;0;0;0;0;0
V;Valencia;19--01--2020;0;0;0;0;0
VA;Valladolid;19--01--2020;0;0;0;0;0
VI;Alava;19--01--2020;0;0;0;0;0
Z;Zaragoza;19--01--2020;0;0;0;0;0
ZA;Zamora;19--01--2020;0;0;0;0;0
A;Alicante;20--01--2020;0;0;0;0;0
AB;Albacete;20--01--2020;0;0;0;0;0
AL;Almeria;20--01--2020;0;0;0;0;0
AV;Avila;20--01--2020;0;0;0;0;0
B;Barcelona;20--01--2020;1;1;0;0;0
BA;Badajoz;20--01--2020;0;0;0;0;0
BI;Bizkaia;20--01--2020;0;0;0;0;0
BU;Burgos;20--01--2020;0;0;0;0;0
C;A Coruña;20--01--2020;0;0;0;0;0
CA;Cadiz;20--01--2020;0;0;0;0;0
CC;Caceres;20--01--2020;0;0;0;0;0
CE;Ceuta;20--01--2020;0;0;0;0;0
CO;Cordoba;20--01--2020;0;0;0;0;0
CR;Ciudad Real;20--01--2020;0;0;0;0;0
CS;Castellon;20--01--2020;0;0;0;0;0
CU;Cuenca;20--01--2020;0;0;0;0;0
GC;Las Palmas;20--01--2020;0;0;0;0;0
GI;Girona;20--01--2020;0;0;0;0;0
GR;Granada;20--01--2020;0;0;0;0;0
GU;Guadalajara;20--01--2020;0;0;0;0;0
H;Huelva;20--01--2020;0;0;0;0;0
HU;Huesca;20--01--2020;0;0;0;0;0
J;Jaen;20--01--2020;0;0;0;0;0
L;Lleida;20--01--2020;1;1;0;0;0
LE;Leon;20--01--2020;0;0;0;0;0
LO;La Rioja;20--01--2020;0;0;0;0;0
LU;Lugo;20--01--2020;0;0;0;0;0
M;Madrid;20--01--2020;3;3;0;0;0
MA;Malaga;20--01--2020;0;0;0;0;0
ME;Melilla;20--01--2020;0;0;0;0;0
MU;Murcia;20--01--2020;0;0;0;0;0
NA;Navarra;20--01--2020;0;0;0;0;0
O;Asturias;20--01--2020;0;0;0;0;0
OR;Ourense;20--01--2020;0;0;0;0;0
P;Palencia;20--01--2020;0;0;0;0;0
PM;Islas Baleares;20--01--2020;0;0;0;0;0
PO;Pontevedra;20--01--2020;0;0;0;0;0
S;Cantabria;20--01--2020;0;0;0;0;0
SA;Salamanca;20--01--2020;0;0;0;0;0
SE;Sevilla;20--01--2020;0;0;0;0;0
SG;Segovia;20--01--2020;0;0;0;0;0
SO;Soria;20--01--2020;0;0;0;0;0
SS;Guipuzcoa;20--01--2020;0;0;0;0;0
T;Tarragona;20--01--2020;0;0;0;0;0
TE;Teruel;20--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;20--01--2020;0;0;0;0;0
TO;Toledo;20--01--2020;0;0;0;0;0
V;Valencia;20--01--2020;0;0;0;0;0
VA;Valladolid;20--01--2020;0;0;0;0;0
VI;Alava;20--01--2020;0;0;0;0;0
Z;Zaragoza;20--01--2020;0;0;0;0;0
ZA;Zamora;20--01--2020;0;0;0;0;0
A;Alicante;21--01--2020;0;0;0;0;0
AB;Albacete;21--01--2020;0;0;0;0;0
AL;Almeria;21--01--2020;0;0;0;0;0
AV;Avila;21--01--2020;0;0;0;0;0
B;Barcelona;21--01--2020;0;0;0;0;0
BA;Badajoz;21--01--2020;0;0;0;0;0
BI;Bizkaia;21--01--2020;0;0;0;0;0
BU;Burgos;21--01--2020;0;0;0;0;0
C;A Coruña;21--01--2020;0;0;0;0;0
CA;Cadiz;21--01--2020;0;0;0;0;0
CC;Caceres;21--01--2020;0;0;0;0;0
CE;Ceuta;21--01--2020;0;0;0;0;0
CO;Cordoba;21--01--2020;0;0;0;0;0
CR;Ciudad Real;21--01--2020;0;0;0;0;0
CS;Castellon;21--01--2020;0;0;0;0;0
CU;Cuenca;21--01--2020;0;0;0;0;0
GC;Las Palmas;21--01--2020;0;0;0;0;0
GI;Girona;21--01--2020;0;0;0;0;0
GR;Granada;21--01--2020;0;0;0;0;0
GU;Guadalajara;21--01--2020;0;0;0;0;0
H;Huelva;21--01--2020;0;0;0;0;0
HU;Huesca;21--01--2020;0;0;0;0;0
J;Jaen;21--01--2020;0;0;0;0;0
L;Lleida;21--01--2020;0;0;0;0;0
LE;Leon;21--01--2020;0;0;0;0;0
LO;La Rioja;21--01--2020;0;0;0;0;0
LU;Lugo;21--01--2020;0;0;0;0;0
M;Madrid;21--01--2020;0;0;0;0;0
MA;Malaga;21--01--2020;0;0;0;0;0
ME;Melilla;21--01--2020;0;0;0;0;0
MU;Murcia;21--01--2020;0;0;0;0;0
NA;Navarra;21--01--2020;0;0;0;0;0
O;Asturias;21--01--2020;0;0;0;0;0
OR;Ourense;21--01--2020;0;0;0;0;0
P;Palencia;21--01--2020;0;0;0;0;0
PM;Islas Baleares;21--01--2020;0;0;0;0;0
PO;Pontevedra;21--01--2020;0;0;0;0;0
S;Cantabria;21--01--2020;0;0;0;0;0
SA;Salamanca;21--01--2020;0;0;0;0;0
SE;Sevilla;21--01--2020;0;0;0;0;0
SG;Segovia;21--01--2020;0;0;0;0;0
SO;Soria;21--01--2020;0;0;0;0;0
SS;Guipuzcoa;21--01--2020;0;0;0;0;0
T;Tarragona;21--01--2020;0;0;0;0;0
TE;Teruel;21--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;21--01--2020;0;0;0;0;0
TO;Toledo;21--01--2020;0;0;0;0;0
V;Valencia;21--01--2020;0;0;0;0;0
VA;Valladolid;21--01--2020;0;0;0;0;0
VI;Alava;21--01--2020;0;0;0;0;0
Z;Zaragoza;21--01--2020;0;0;0;0;0
ZA;Zamora;21--01--2020;0;0;0;0;0
A;Alicante;22--01--2020;0;0;0;0;0
AB;Albacete;22--01--2020;0;0;0;0;0
AL;Almeria;22--01--2020;0;0;0;0;0
AV;Avila;22--01--2020;0;0;0;0;0
B;Barcelona;22--01--2020;1;1;0;0;0
BA;Badajoz;22--01--2020;0;0;0;0;0
BI;Bizkaia;22--01--2020;0;0;0;0;0
BU;Burgos;22--01--2020;0;0;0;0;0
C;A Coruña;22--01--2020;0;0;0;0;0
CA;Cadiz;22--01--2020;0;0;0;0;0
CC;Caceres;22--01--2020;0;0;0;0;0
CE;Ceuta;22--01--2020;0;0;0;0;0
CO;Cordoba;22--01--2020;0;0;0;0;0
CR;Ciudad Real;22--01--2020;0;0;0;0;0
CS;Castellon;22--01--2020;0;0;0;0;0
CU;Cuenca;22--01--2020;0;0;0;0;0
GC;Las Palmas;22--01--2020;0;0;0;0;0
GI;Girona;22--01--2020;0;0;0;0;0
GR;Granada;22--01--2020;0;0;0;0;0
GU;Guadalajara;22--01--2020;0;0;0;0;0
H;Huelva;22--01--2020;0;0;0;0;0
HU;Huesca;22--01--2020;0;0;0;0;0
J;Jaen;22--01--2020;0;0;0;0;0
L;Lleida;22--01--2020;0;0;0;0;0
LE;Leon;22--01--2020;0;0;0;0;0
LO;La Rioja;22--01--2020;0;0;0;0;0
LU;Lugo;22--01--2020;0;0;0;0;0
M;Madrid;22--01--2020;1;1;0;0;0
MA;Malaga;22--01--2020;0;0;0;0;0
ME;Melilla;22--01--2020;0;0;0;0;0
MU;Murcia;22--01--2020;0;0;0;0;0
NA;Navarra;22--01--2020;0;0;0;0;0
O;Asturias;22--01--2020;0;0;0;0;0
OR;Ourense;22--01--2020;0;0;0;0;0
P;Palencia;22--01--2020;0;0;0;0;0
PM;Islas Baleares;22--01--2020;0;0;0;0;0
PO;Pontevedra;22--01--2020;0;0;0;0;0
S;Cantabria;22--01--2020;0;0;0;0;0
SA;Salamanca;22--01--2020;0;0;0;0;0
SE;Sevilla;22--01--2020;0;0;0;0;0
SG;Segovia;22--01--2020;0;0;0;0;0
SO;Soria;22--01--2020;0;0;0;0;0
SS;Guipuzcoa;22--01--2020;0;0;0;0;0
T;Tarragona;22--01--2020;0;0;0;0;0
TE;Teruel;22--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;22--01--2020;0;0;0;0;0
TO;Toledo;22--01--2020;0;0;0;0;0
V;Valencia;22--01--2020;0;0;0;0;0
VA;Valladolid;22--01--2020;0;0;0;0;0
VI;Alava;22--01--2020;0;0;0;0;0
Z;Zaragoza;22--01--2020;0;0;0;0;0
ZA;Zamora;22--01--2020;0;0;0;0;0
A;Alicante;23--01--2020;0;0;0;0;0
AB;Albacete;23--01--2020;0;0;0;0;0
AL;Almeria;23--01--2020;0;0;0;0;0
AV;Avila;23--01--2020;0;0;0;0;0
B;Barcelona;23--01--2020;0;0;0;0;0
BA;Badajoz;23--01--2020;0;0;0;0;0
BI;Bizkaia;23--01--2020;0;0;0;0;0
BU;Burgos;23--01--2020;0;0;0;0;0
C;A Coruña;23--01--2020;0;0;0;0;0
CA;Cadiz;23--01--2020;0;0;0;0;0
CC;Caceres;23--01--2020;0;0;0;0;0
CE;Ceuta;23--01--2020;0;0;0;0;0
CO;Cordoba;23--01--2020;0;0;0;0;0
CR;Ciudad Real;23--01--2020;0;0;0;0;0
CS;Castellon;23--01--2020;0;0;0;0;0
CU;Cuenca;23--01--2020;0;0;0;0;0
GC;Las Palmas;23--01--2020;0;0;0;0;0
GI;Girona;23--01--2020;0;0;0;0;0
GR;Granada;23--01--2020;0;0;0;0;0
GU;Guadalajara;23--01--2020;0;0;0;0;0
H;Huelva;23--01--2020;0;0;0;0;0
HU;Huesca;23--01--2020;0;0;0;0;0
J;Jaen;23--01--2020;0;0;0;0;0
L;Lleida;23--01--2020;0;0;0;0;0
LE;Leon;23--01--2020;0;0;0;0;0
LO;La Rioja;23--01--2020;0;0;0;0;0
LU;Lugo;23--01--2020;0;0;0;0;0
M;Madrid;23--01--2020;4;2;0;2;0
MA;Malaga;23--01--2020;0;0;0;0;0
ME;Melilla;23--01--2020;0;0;0;0;0
MU;Murcia;23--01--2020;0;0;0;0;0
NA;Navarra;23--01--2020;0;0;0;0;0
O;Asturias;23--01--2020;0;0;0;0;0
OR;Ourense;23--01--2020;0;0;0;0;0
P;Palencia;23--01--2020;0;0;0;0;0
PM;Islas Baleares;23--01--2020;0;0;0;0;0
PO;Pontevedra;23--01--2020;0;0;0;0;0
S;Cantabria;23--01--2020;0;0;0;0;0
SA;Salamanca;23--01--2020;0;0;0;0;0
SE;Sevilla;23--01--2020;0;0;0;0;0
SG;Segovia;23--01--2020;0;0;0;0;0
SO;Soria;23--01--2020;0;0;0;0;0
SS;Guipuzcoa;23--01--2020;0;0;0;0;0
T;Tarragona;23--01--2020;0;0;0;0;0
TE;Teruel;23--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;23--01--2020;0;0;0;0;0
TO;Toledo;23--01--2020;0;0;0;0;0
V;Valencia;23--01--2020;0;0;0;0;0
VA;Valladolid;23--01--2020;0;0;0;0;0
VI;Alava;23--01--2020;0;0;0;0;0
Z;Zaragoza;23--01--2020;0;0;0;0;0
ZA;Zamora;23--01--2020;0;0;0;0;0
A;Alicante;24--01--2020;0;0;0;0;0
AB;Albacete;24--01--2020;0;0;0;0;0
AL;Almeria;24--01--2020;0;0;0;0;0
AV;Avila;24--01--2020;0;0;0;0;0
B;Barcelona;24--01--2020;0;0;0;0;0
BA;Badajoz;24--01--2020;0;0;0;0;0
BI;Bizkaia;24--01--2020;0;0;0;0;0
BU;Burgos;24--01--2020;0;0;0;0;0
C;A Coruña;24--01--2020;0;0;0;0;0
CA;Cadiz;24--01--2020;0;0;0;0;0
CC;Caceres;24--01--2020;0;0;0;0;0
CE;Ceuta;24--01--2020;0;0;0;0;0
CO;Cordoba;24--01--2020;0;0;0;0;0
CR;Ciudad Real;24--01--2020;0;0;0;0;0
CS;Castellon;24--01--2020;0;0;0;0;0
CU;Cuenca;24--01--2020;0;0;0;0;0
GC;Las Palmas;24--01--2020;0;0;0;0;0
GI;Girona;24--01--2020;0;0;0;0;0
GR;Granada;24--01--2020;0;0;0;0;0
GU;Guadalajara;24--01--2020;0;0;0;0;0
H;Huelva;24--01--2020;0;0;0;0;0
HU;Huesca;24--01--2020;0;0;0;0;0
J;Jaen;24--01--2020;0;0;0;0;0
L;Lleida;24--01--2020;0;0;0;0;0
LE;Leon;24--01--2020;0;0;0;0;0
LO;La Rioja;24--01--2020;0;0;0;0;0
LU;Lugo;24--01--2020;0;0;0;0;0
M;Madrid;24--01--2020;1;1;0;0;0
MA;Malaga;24--01--2020;0;0;0;0;0
ME;Melilla;24--01--2020;0;0;0;0;0
MU;Murcia;24--01--2020;0;0;0;0;0
NA;Navarra;24--01--2020;0;0;0;0;0
O;Asturias;24--01--2020;0;0;0;0;0
OR;Ourense;24--01--2020;0;0;0;0;0
P;Palencia;24--01--2020;0;0;0;0;0
PM;Islas Baleares;24--01--2020;0;0;0;0;0
PO;Pontevedra;24--01--2020;0;0;0;0;0
S;Cantabria;24--01--2020;0;0;0;0;0
SA;Salamanca;24--01--2020;0;0;0;0;0
SE;Sevilla;24--01--2020;0;0;0;0;0
SG;Segovia;24--01--2020;0;0;0;0;0
SO;Soria;24--01--2020;0;0;0;0;0
SS;Guipuzcoa;24--01--2020;0;0;0;0;0
T;Tarragona;24--01--2020;0;0;0;0;0
TE;Teruel;24--01--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;24--01--2020;0;0;0;0;0
TO;Toledo;24--01--2020;0;0;0;0;0
V;Valencia;24--01--2020;0;0;0;0;0
VA;Valladolid;24--01--2020;0;0;0;0;0
VI;Alava;24--01--2020;0;0;0;0;0
Z;Zaragoza;24--01--2020;0;0;0;0;0
ZA;Zamora;24--01--2020;0;0;0;0;0
A;Alicante;25--01--2020;0;0;0;0;0
AB;Albacete;25--01--2020;0;0;0;0;0
AL;Almeria;25--01--2020;0;0;0;0;0
AV;Avila;25--01--2020;0;0;0;0;0
B;Barcelona;25--01--2020;0;0;0;0;0
BA;Badajoz;25--01--2020;0;0;0;0;0
BI;Bizkaia;25--01--2020;0;0;0;0;0
BU;Burgos;25--01--2020;0;0;0;0;0
C;A Coruña;25--01--2020;0;0;0;0;0
CA;Cadiz;25--01--2020;0;0;0;0;0
CC;Caceres;25--01--2020;0;0;0;0;0
CE;Ceuta;25--01--2020;0;0;0;0;0
CO;Cordoba;25--01--2020;0;0;0;0;0
CR;Ciudad Real;25--01--2020;0;0;0;0;0
CS;Castellon;25--01--2020;0;0;0;0;0
CU;Cuenca;25--01--2020;0;0;0;0;0
GC;Las Palmas;25--01--2020;0;0;0;0;0
GI;Girona;25--01--2020;0;0;0;0;0
GR;Granada;25--01--2020;0;0;0;0;0
GU;Guadalajara;25--01--2020;0;0;0;0;0
H;Huelva;25--01--2020;0;0;0;0;0
HU;Huesca;25--01--2020;0;0;0;0;0
J;Jaen;25--01--2020;0;0;0;0;0
